2021-2022,2022-2023,2023-2024,2024-2025
60.14504730565614,68.06665865240127,71.41261445372763,71.0139919673888
45.28193210389767,56.9128047925307,62.80629520546574,62.591268291217204
32.98891103787477,45.78172037086199,56.06629801045862,55.688430836413175
21.49325346342245,36.69331409909639,51.06289194766684,50.219845156896326
10.991740918265643,28.33042816212859,47.333016103583866,46.66503077315999
