,0,1,2,3,4,5
2020-08-01,0.9570651255092146,0.6341541485259834,0.5404282142531385,0.4748405520406769,0.42239832484893736,0.3807136363225785
2021-08-01,0.9587759364067838,0.5771980164864017,0.48531404401288647,0.4207348408553473,0.3699869511767575,0.330172786343234
2022-08-01,0.9511275424370398,0.5504821704117768,0.4565304307335172,0.39376022491646223,0.34504925429613786,0.30568193230739427
2023-08-01,0.9456713069980096,0.5296202308047999,0.43829023358720565,0.3777186747832799,0.3313929945431773,0.2929913033183644
2024-08-01,0.9552922355446223,0.528174009986073,0.43832754188797085,0.37804598828541836,0.3317160178597953,0.29449214055675044
2025-08-01,0.9635802735798218,0.5303357650051668,0.4417004968902456,0.3812632894274963,0.3344471034255898,0.29708915407063285
