2021-2022,2022-2023,2023-2024,2024-2025
22.757747057144716,16.57667494790832,17.808198593496424,18.537995001777922
26.458409481226308,17.221810386279852,19.254869942847982,19.417441691582653
31.631125419960842,19.91615200829464,21.00939672617259,21.30504680198927
50.405816113478295,23.049567238339478,23.384741764048826,23.016862739205994
90.09718557387556,76.76160041673346,26.902887139107612,25.308632700792806
