2021-2022,2022-2023,2023-2024,2024-2025
26.415037639174795,21.04546092043838,22.59371681593236,23.84343419168094
29.465886666199196,21.15465528640981,23.41567991024023,24.713800667047263
33.6715783990624,23.450358890619757,25.35513213520066,25.60369780555472
38.84492482144467,26.254733425497385,27.358698483300277,27.198701962080467
83.26897359998799,65.79711887159144,30.283753662751383,28.593749217525428
